ATM_ID,SHORTNAM,CARDHOLD,FRAUD_TY,FRAUD,ISSUER_I,MAKE,MODEL,FACILITI,ATM_POSI,INSTITUT,POST_COD_Town,POST_COD_Region,Day of Week,Time of Day,Time of Day Band
"ATM_S37630","NWST","Card_S37631","NOT FRAUDULENT",0,"216","NCR",5081.000000,"FF","Wall","NBS","Bournemouth","South West","6. Friday","20","4. Evening (6pm to 10pm)"
"ATM_S37632","LLDS","Card_S37633","NOT FRAUDULENT",0,"858","NCR",5081.000000,"FF","Wall","NBS","Guildford","South East","6. Friday","9","2. Morning (4am to midday)"
"ATM_S37634","NWST","Card_S37635","NOT FRAUDULENT",0,"716","NCR",5081.000000,"FF","Wall","NBS","Medway","South East","2. Monday","20","4. Evening (6pm to 10pm)"
"ATM_S37634","ALEI","Card_S37636","NOT FRAUDULENT",0,"104","NCR",5081.000000,"FF","Wall","NBS","Medway","South East","6. Friday","9","2. Morning (4am to midday)"
"ATM_S37634","LLDS","Card_S37637","NOT FRAUDULENT",0,"B58","NCR",5081.000000,"FF","Wall","NBS","Medway","South East","2. Monday","15","3. Afternoon (1pm to 5pm)"
"ATM_S37650","NWST","Card_S37651","NOT FRAUDULENT",0,"816","NCR",5685.000000,"FF","Supermarket","NBS","St. Albans","South East","1. Sunday","22","4. Evening (6pm to 10pm)"
"ATM_S37650","BARC","Card_S37652","NOT FRAUDULENT",0,"254","NCR",5685.000000,"FF","Supermarket","NBS","St. Albans","South East","2. Monday","15","3. Afternoon (1pm to 5pm)"
"ATM_S37653","WOOL","Card_S37654","NOT FRAUDULENT",0,"112","NCR",5685.000000,"FF","Supermarket","NBS","St. Albans","South East","1. Sunday","11","2. Morning (4am to midday)"
"ATM_S37657","HSBC","Card_S37658","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"K56","NCR",5085.000000,"FF","Wall","NBS","Darlington","North","6. Friday","0","1. Late at Night (11pm - 3am)"
"ATM_S37657","LLDS","Card_S37659","NOT FRAUDULENT",0,"160","NCR",5085.000000,"FF","Wall","NBS","Darlington","North","4. Wednesday","8","2. Morning (4am to midday)"
"ATM_S37657","HSBC","Card_S37660","NOT FRAUDULENT",0,"E56","NCR",5085.000000,"FF","Wall","NBS","Darlington","North","5. Thursday","21","4. Evening (6pm to 10pm)"
"ATM_S37661","ALEI","Card_S37662","NOT FRAUDULENT",0,"104","NCR",5684.000000,"FF","Supermarket","NBS","Leicester","East Midlands","5. Thursday","12","2. Morning (4am to midday)"
"ATM_S37663","GCAP","Card_S37664","INCORRECT PIN",1,"164","NCR",5081.000000,"FF","Wall","NBS","Leicester","East Midlands","3. Tuesday","10","2. Morning (4am to midday)"
"ATM_S37665","YBK","Card_S37666","NOT FRAUDULENT",0,"430","NCR",5085.000000,"FF","Wall","NBS","Doncaster","Yorkshire and Humberside","4. Wednesday","13","3. Afternoon (1pm to 5pm)"
"ATM_S37667","LLDS","Card_S37668","NOT FRAUDULENT",0,"360","NCR",5884.000000,"FF","Petrol Station","NBS","Halifax","Yorkshire and Humberside","7. Saturday","11","2. Morning (4am to midday)"
"ATM_S37667","HAFX","Card_S37669","NOT FRAUDULENT",0,"714","NCR",5884.000000,"FF","Petrol Station","NBS","Halifax","Yorkshire and Humberside","4. Wednesday","8","2. Morning (4am to midday)"
"ATM_S37670","BARC","Card_S37671","NOT FRAUDULENT",0,"354","NCR",5884.000000,"FF","Supermarket","NBS","Huddersfield","Yorkshire and Humberside","5. Thursday","23","1. Late at Night (11pm - 3am)"
"ATM_S37672","LLDS","Card_S37673","NOT FRAUDULENT",0,"A60","NCR",5085.000000,"FF","Lobby","NBS","Huddersfield","Yorkshire and Humberside","4. Wednesday","23","1. Late at Night (11pm - 3am)"
"ATM_S37674","LLDS","Card_S37675","NOT FRAUDULENT",0,"758","NCR",5685.000000,"FF","Wall","NBS","Coventry","West Midlands","4. Wednesday","15","3. Afternoon (1pm to 5pm)"
"ATM_S37676","WOOL","Card_S37677","INTERCEPT",1,"112","NCR",5685.000000,"FF","Wall","NBS","Medway","South East","3. Tuesday","14","3. Afternoon (1pm to 5pm)"
"ATM_S37678","LLDS","Card_S37679","CONSECUTIVE BALANCES",1,"158","NCR",5085.000000,"FF","Wall","NBS","Southall","South East","3. Tuesday","15","3. Afternoon (1pm to 5pm)"
"ATM_S37680","BARC","Card_S37681","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"A54","NCR",5085.000000,"FF","Wall","NBS","London N","South East","7. Saturday","0","1. Late at Night (11pm - 3am)"
"ATM_S37680","COOP","Card_S37682","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"102","NCR",5085.000000,"FF","Wall","NBS","London N","South East","5. Thursday","0","1. Late at Night (11pm - 3am)"
"ATM_S37680","BARC","Card_S37683","INCORRECT PIN",1,"A54","NCR",5085.000000,"FF","Wall","NBS","London N","South East","3. Tuesday","21","4. Evening (6pm to 10pm)"
"ATM_S37680","HAFX","Card_S37684","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"214","NCR",5085.000000,"FF","Wall","NBS","London N","South East","5. Thursday","0","1. Late at Night (11pm - 3am)"
"ATM_S37685","HSBC","Card_S37686","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"256","NCR",5884.000000,"FF","Petrol Station","NBS","Enfield","South East","4. Wednesday","0","1. Late at Night (11pm - 3am)"
"ATM_S37685","ANPC","Card_S37687","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"706","NCR",5884.000000,"FF","Petrol Station","NBS","Enfield","South East","6. Friday","0","1. Late at Night (11pm - 3am)"
"ATM_S37688","RBS","Card_S37689","INTERCEPT",1,"548","NCR",5685.000000,"FF","Wall","NBS","Enfield","South East","5. Thursday","19","4. Evening (6pm to 10pm)"
"ATM_S37692","NWST","Card_S37693","CONSECUTIVE BALANCES",1,"716","NCR",5085.000000,"FF","Wall","NBS","Twickenham","South East","4. Wednesday","21","4. Evening (6pm to 10pm)"
"ATM_S37692","WOOL","Card_S37694","CONSECUTIVE BALANCES",1,"112","NCR",5085.000000,"FF","Wall","NBS","Twickenham","South East","4. Wednesday","21","4. Evening (6pm to 10pm)"
"ATM_S37692","WOOL","Card_S37695","CONSECUTIVE BALANCES",1,"112","NCR",5085.000000,"FF","Wall","NBS","Twickenham","South East","4. Wednesday","21","4. Evening (6pm to 10pm)"
"ATM_S37692","RBS","Card_S37696","INTERCEPT",1,"648","NCR",5085.000000,"FF","Wall","NBS","Twickenham","South East","2. Monday","10","2. Morning (4am to midday)"
"ATM_S37692","HAFX","Card_S37697","CONSECUTIVE BALANCES",1,"914","NCR",5085.000000,"FF","Wall","NBS","Twickenham","South East","7. Saturday","7","2. Morning (4am to midday)"
"ATM_S37692","NWST","Card_S37698","CONSECUTIVE BALANCES",1,"216","NCR",5085.000000,"FF","Wall","NBS","Twickenham","South East","4. Wednesday","21","4. Evening (6pm to 10pm)"
"ATM_S37692","LLDS","Card_S37699","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"258","NCR",5085.000000,"FF","Wall","NBS","Twickenham","South East","2. Monday","22","4. Evening (6pm to 10pm)"
"ATM_S37700","HAFX","Card_S37701","NOT FRAUDULENT",0,"514","NCR",5884.000000,"FF","Petrol Station","NBS","Twickenham","South East","1. Sunday","14","3. Afternoon (1pm to 5pm)"
"ATM_S37702","BRAD","Card_S37703","INTERCEPT",1,"122","NCR",5085.000000,"FF","Wall","NBS","Twickenham","South East","1. Sunday","13","3. Afternoon (1pm to 5pm)"
"ATM_S37704","ANPC","Card_S37705","NOT FRAUDULENT",0,"106","NCR",5085.000000,"FF","Wall","NBS","London NW","South East","3. Tuesday","20","4. Evening (6pm to 10pm)"
"ATM_S37708","BOS","Card_S37709","NOT FRAUDULENT",0,"428","NCR",5085.000000,"FF","Wall","NBS","Aberdeen","Scotland","2. Monday","22","4. Evening (6pm to 10pm)"
"ATM_S37708","CB","Card_S37710","NOT FRAUDULENT",0,"418","NCR",5085.000000,"FF","Wall","NBS","Aberdeen","Scotland","1. Sunday","14","3. Afternoon (1pm to 5pm)"
"ATM_S37708","HSBC","Card_S37711","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"456","NCR",5085.000000,"FF","Wall","NBS","Aberdeen","Scotland","7. Saturday","0","1. Late at Night (11pm - 3am)"
"ATM_S37712","BOS","Card_S37713","NOT FRAUDULENT",0,"A28","NCR",5884.000000,"FF","Petrol Station","NBS","Glasgow","Scotland","5. Thursday","20","4. Evening (6pm to 10pm)"
"ATM_S37712","LLDS","Card_S37714","NOT FRAUDULENT",0,"860","NCR",5884.000000,"FF","Petrol Station","NBS","Glasgow","Scotland","5. Thursday","8","2. Morning (4am to midday)"
"ATM_S37715","BOS","Card_S37716","INCORRECT PIN",1,"528","NCR",5884.000000,"FF","Petrol Station","NBS","Glasgow","Scotland","7. Saturday","2","1. Late at Night (11pm - 3am)"
"ATM_S37715","BOS","Card_S37717","NOT FRAUDULENT",0,"528","NCR",5884.000000,"FF","Petrol Station","NBS","Glasgow","Scotland","4. Wednesday","21","4. Evening (6pm to 10pm)"
"ATM_S37718","BOS","Card_S37719","INCORRECT PIN",1,"928","NCR",5884.000000,"FF","Supermarket","NBS","Glasgow","Scotland","4. Wednesday","17","3. Afternoon (1pm to 5pm)"
"ATM_S37720","LLDS","Card_S37721","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"960","NCR",5884.000000,"FF","Petrol Station","NBS","Glasgow","Scotland","6. Friday","0","1. Late at Night (11pm - 3am)"
"ATM_S37724","RBS","Card_S37725","NOT FRAUDULENT",0,"948","NCR",5081.000000,"FF","Wall","NBS","Glasgow","Scotland","4. Wednesday","12","2. Morning (4am to midday)"
"ATM_S37724","SAIN","Card_S37726","INTERCEPT",1,"126","NCR",5081.000000,"FF","Wall","NBS","Glasgow","Scotland","5. Thursday","13","3. Afternoon (1pm to 5pm)"
"ATM_S37727","LLDS","Card_S37728","NOT FRAUDULENT",0,"158","NCR",5884.000000,"","Petrol Station","NBS","Kirkcaldy","Scotland","2. Monday","14","3. Afternoon (1pm to 5pm)"
"ATM_S37729","RBS","Card_S37730","INCORRECT PIN",1,"748","NCR",5085.000000,"FF","Wall","NBS","Crewe","North West","7. Saturday","12","2. Morning (4am to midday)"
"ATM_S37729","LLDS","Card_S37731","NOT FRAUDULENT",0,"460","NCR",5085.000000,"FF","Wall","NBS","Crewe","North West","6. Friday","21","4. Evening (6pm to 10pm)"
"ATM_S37732","LLDS","Card_S37733","HIGH CONSECUTIVE TRANSACTIONS",1,"460","NCR",5884.000000,"FF","Petrol Station","NBS","Paisley","Scotland","6. Friday","16","3. Afternoon (1pm to 5pm)"
"ATM_S37732","ALEI","Card_S37734","NOT FRAUDULENT",0,"104","NCR",5884.000000,"FF","Petrol Station","NBS","Paisley","Scotland","1. Sunday","13","3. Afternoon (1pm to 5pm)"
"ATM_S37732","RBS","Card_S37735","NOT FRAUDULENT",0,"348","NCR",5884.000000,"FF","Petrol Station","NBS","Paisley","Scotland","7. Saturday","8","2. Morning (4am to midday)"
"ATM_S37732","LLDS","Card_S37736","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"D60","NCR",5884.000000,"FF","Petrol Station","NBS","Paisley","Scotland","6. Friday","0","1. Late at Night (11pm - 3am)"
"ATM_S37732","RBS","Card_S37737","HIGH CONSECUTIVE TRANSACTIONS",1,"848","NCR",5884.000000,"FF","Petrol Station","NBS","Paisley","Scotland","6. Friday","16","3. Afternoon (1pm to 5pm)"
"ATM_S37732","BOS","Card_S37738","NOT FRAUDULENT",0,"828","NCR",5884.000000,"FF","Petrol Station","NBS","Paisley","Scotland","6. Friday","0","1. Late at Night (11pm - 3am)"
"ATM_S37732","RBS","Card_S37739","NOT FRAUDULENT",0,"948","NCR",5884.000000,"FF","Petrol Station","NBS","Paisley","Scotland","6. Friday","9","2. Morning (4am to midday)"
"ATM_S37740","RBS","Card_S37741","CONSECUTIVE BALANCES",1,"748","NCR",5884.000000,"FF","Petrol Station","NBS","Glasgow","Scotland","5. Thursday","9","2. Morning (4am to midday)"
"ATM_S37740","CB","Card_S37742","CONSECUTIVE BALANCES",1,"318","NCR",5884.000000,"FF","Petrol Station","NBS","Glasgow","Scotland","5. Thursday","9","2. Morning (4am to midday)"
"ATM_S37740","RBS","Card_S37743","CONSECUTIVE BALANCES",1,"448","NCR",5884.000000,"FF","Petrol Station","NBS","Glasgow","Scotland","5. Thursday","9","2. Morning (4am to midday)"
"ATM_S37740","HAFX","Card_S37744","CONSECUTIVE BALANCES",1,"414","NCR",5884.000000,"FF","Petrol Station","NBS","Glasgow","Scotland","5. Thursday","9","2. Morning (4am to midday)"
"ATM_S37740","RBS","Card_S37745","NOT FRAUDULENT",0,"448","NCR",5884.000000,"FF","Petrol Station","NBS","Glasgow","Scotland","3. Tuesday","22","4. Evening (6pm to 10pm)"
"ATM_S37746","BOS","Card_S37747","NOT FRAUDULENT",0,"128","NCR",5085.000000,"FF","Wall","NBS","Glasgow","Scotland","2. Monday","10","2. Morning (4am to midday)"
"ATM_S37748","BOS","Card_S37749","INCORRECT PIN",1,"A28","NCR",5884.000000,"FF","Petrol Station","NBS","Glasgow","Scotland","4. Wednesday","3","1. Late at Night (11pm - 3am)"
"ATM_S37750","BOS","Card_S37751","NOT FRAUDULENT",0,"928","NCR",5884.000000,"FF","Supermarket","NBS","Glasgow","Scotland","6. Friday","12","2. Morning (4am to midday)"
"ATM_S37750","LLDS","Card_S37752","NOT FRAUDULENT",0,"658","NCR",5884.000000,"FF","Supermarket","NBS","Glasgow","Scotland","7. Saturday","12","2. Morning (4am to midday)"
"ATM_S37753","BOS","Card_S37754","INCORRECT PIN",1,"228","NCR",5884.000000,"FF","Supermarket","NBS","Glasgow","Scotland","1. Sunday","13","3. Afternoon (1pm to 5pm)"
"ATM_S37753","LLDS","Card_S37755","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"E58","NCR",5884.000000,"FF","Supermarket","NBS","Glasgow","Scotland","6. Friday","0","1. Late at Night (11pm - 3am)"
"ATM_S37753","LLDS","Card_S37756","NOT FRAUDULENT",0,"A58","NCR",5884.000000,"FF","Supermarket","NBS","Glasgow","Scotland","3. Tuesday","12","2. Morning (4am to midday)"
"ATM_S37753","LLDS","Card_S37757","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"358","NCR",5884.000000,"FF","Supermarket","NBS","Glasgow","Scotland","5. Thursday","0","1. Late at Night (11pm - 3am)"
"ATM_S37753","BOS","Card_S37758","INCORRECT PIN",1,"A28","NCR",5884.000000,"FF","Supermarket","NBS","Glasgow","Scotland","5. Thursday","16","3. Afternoon (1pm to 5pm)"
"ATM_S37753","CB","Card_S37759","NOT FRAUDULENT",0,"318","NCR",5884.000000,"FF","Supermarket","NBS","Glasgow","Scotland","6. Friday","23","1. Late at Night (11pm - 3am)"
"ATM_S37760","BOS","Card_S37761","NOT FRAUDULENT",0,"728","NCR",5884.000000,"FF","Petrol Station","NBS","Glasgow","Scotland","6. Friday","5","2. Morning (4am to midday)"
"ATM_S37760","ANPC","Card_S37762","NOT FRAUDULENT",0,"806","NCR",5884.000000,"FF","Petrol Station","NBS","Glasgow","Scotland","7. Saturday","7","2. Morning (4am to midday)"
"ATM_S37760","LLDS","Card_S37763","NOT FRAUDULENT",0,"458","NCR",5884.000000,"FF","Petrol Station","NBS","Glasgow","Scotland","4. Wednesday","11","2. Morning (4am to midday)"
"ATM_S37760","BOS","Card_S37764","NOT FRAUDULENT",0,"A28","NCR",5884.000000,"FF","Petrol Station","NBS","Glasgow","Scotland","1. Sunday","11","2. Morning (4am to midday)"
"ATM_S37765","BOS","Card_S37766","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"528","NCR",5884.000000,"FF","Petrol Station","NBS","Glasgow","Scotland","3. Tuesday","0","1. Late at Night (11pm - 3am)"
"ATM_S37765","LLDS","Card_S37767","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"D60","NCR",5884.000000,"FF","Petrol Station","NBS","Glasgow","Scotland","6. Friday","23","1. Late at Night (11pm - 3am)"
"ATM_S37768","ANPC","Card_S37769","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"706","NCR",5884.000000,"FF","Petrol Station","NBS","Glasgow","Scotland","2. Monday","0","1. Late at Night (11pm - 3am)"
"ATM_S37772","BOS","Card_S37773","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"128","NCR",5085.000000,"FF","Wall","NBS","Glasgow","Scotland","2. Monday","0","1. Late at Night (11pm - 3am)"
"ATM_S37772","CB","Card_S37774","NOT FRAUDULENT",0,"318","NCR",5085.000000,"FF","Wall","NBS","Glasgow","Scotland","2. Monday","23","1. Late at Night (11pm - 3am)"
"ATM_S37775","LLDS","Card_S37776","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"B60","NCR",5085.000000,"FF","Supermarket","NBS","Edinburgh","Scotland","5. Thursday","0","1. Late at Night (11pm - 3am)"
"ATM_S37777","RBS","Card_S37778","INCORRECT PIN",1,"248","NCR",5085.000000,"FF","Wall","NBS","Edinburgh","Scotland","1. Sunday","1","1. Late at Night (11pm - 3am)"
"ATM_S37779","ANPC","Card_S37780","NOT FRAUDULENT",0,"106","NCR",5085.000000,"FF","Wall","NBS","Inverness","Scotland","2. Monday","16","3. Afternoon (1pm to 5pm)"
"ATM_S37781","RBS","Card_S37782","NOT FRAUDULENT",0,"648","NCR",5884.000000,"","Petrol Station","NBS","Motherwell","Scotland","5. Thursday","11","2. Morning (4am to midday)"
"ATM_S37781","LLDS","Card_S37783","NOT FRAUDULENT",0,"160","NCR",5884.000000,"","Petrol Station","NBS","Motherwell","Scotland","3. Tuesday","20","4. Evening (6pm to 10pm)"
"ATM_S37781","ALEI","Card_S37784","INCORRECT PIN",1,"104","NCR",5884.000000,"","Petrol Station","NBS","Motherwell","Scotland","4. Wednesday","8","2. Morning (4am to midday)"
"ATM_S37785","HAFX","Card_S37786","NOT FRAUDULENT",0,"114","NCR",5085.000000,"FF","Wall","NBS","Motherwell","Scotland","4. Wednesday","15","3. Afternoon (1pm to 5pm)"
"ATM_S37785","HSBC","Card_S37787","NOT FRAUDULENT",0,"H56","NCR",5085.000000,"FF","Wall","NBS","Motherwell","Scotland","3. Tuesday","13","3. Afternoon (1pm to 5pm)"
"ATM_S37796","BOS","Card_S37797","NOT FRAUDULENT",0,"228","NCR",5884.000000,"FF","Petrol Station","NBS","Kilmarnock","Scotland","3. Tuesday","12","2. Morning (4am to midday)"
"ATM_S37796","LLDS","Card_S37798","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"E58","NCR",5884.000000,"FF","Petrol Station","NBS","Kilmarnock","Scotland","5. Thursday","23","1. Late at Night (11pm - 3am)"
"ATM_S37796","LLDS","Card_S37799","NOT FRAUDULENT",0,"260","NCR",5884.000000,"FF","Petrol Station","NBS","Kilmarnock","Scotland","3. Tuesday","22","4. Evening (6pm to 10pm)"
"ATM_S37800","CB","Card_S37801","NOT FRAUDULENT",0,"418","NCR",5085.000000,"FF","Wall","NBS","Kilmarnock","Scotland","4. Wednesday","16","3. Afternoon (1pm to 5pm)"
"ATM_S37802","HAFX","Card_S37803","NOT FRAUDULENT",0,"514","NCR",5085.000000,"FF","Wall","NBS","Kilmarnock","Scotland","7. Saturday","11","2. Morning (4am to midday)"
"ATM_S37802","HAFX","Card_S37804","NOT FRAUDULENT",0,"314","NCR",5085.000000,"FF","Wall","NBS","Kilmarnock","Scotland","3. Tuesday","10","2. Morning (4am to midday)"
"ATM_S37802","BOS","Card_S37805","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"128","NCR",5085.000000,"FF","Wall","NBS","Kilmarnock","Scotland","5. Thursday","0","1. Late at Night (11pm - 3am)"
"ATM_S37806","CB","Card_S37807","NOT FRAUDULENT",0,"318","NCR",5085.000000,"FF","Wall","NBS","Motherwell","Scotland","7. Saturday","0","1. Late at Night (11pm - 3am)"
"ATM_S37808","HAFX","Card_S37809","NOT FRAUDULENT",0,"814","NCR",5081.000000,"FF","Wall","NBS","Dumfries","Scotland","2. Monday","13","3. Afternoon (1pm to 5pm)"
"ATM_S37808","LLDS","Card_S37810","NOT FRAUDULENT",0,"A58","NCR",5081.000000,"FF","Wall","NBS","Dumfries","Scotland","3. Tuesday","20","4. Evening (6pm to 10pm)"
"ATM_S37811","RBS","Card_S37812","NOT FRAUDULENT",0,"748","NCR",5685.000000,"-","Petrol Station","NBS","Falkirk","Scotland","5. Thursday","7","2. Morning (4am to midday)"
"ATM_S37811","ANPC","Card_S37813","NOT FRAUDULENT",0,"806","NCR",5685.000000,"-","Petrol Station","NBS","Falkirk","Scotland","1. Sunday","11","2. Morning (4am to midday)"
"ATM_S37814","CB","Card_S37815","NOT FRAUDULENT",0,"318","NCR",5085.000000,"FF","Wall","NBS","Falkirk","Scotland","4. Wednesday","11","2. Morning (4am to midday)"
"ATM_S37818","BOS","Card_S37819","INCORRECT PIN",1,"A28","NCR",5685.000000,"FF","Wall","NBS","Motherwell","Scotland","7. Saturday","17","3. Afternoon (1pm to 5pm)"
"ATM_S37820","RBS","Card_S37821","NOT FRAUDULENT",0,"748","NCR",5884.000000,"FF","Petrol Station","NBS","Aberdeen","Scotland","2. Monday","20","4. Evening (6pm to 10pm)"
"ATM_S37822","CB","Card_S37823","INCORRECT PIN",1,"418","NCR",5884.000000,"FF","Supermarket","NBS","Aberdeen","Scotland","3. Tuesday","10","2. Morning (4am to midday)"
"ATM_S37824","LLDS","Card_S37825","NOT FRAUDULENT",0,"660","NCR",5884.000000,"FF","Supermarket","NBS","Dundee","Scotland","6. Friday","8","2. Morning (4am to midday)"
"ATM_S37824","RBS","Card_S37826","NOT FRAUDULENT",0,"448","NCR",5884.000000,"FF","Supermarket","NBS","Dundee","Scotland","4. Wednesday","7","2. Morning (4am to midday)"
"ATM_S37824","LLDS","Card_S37827","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"A60","NCR",5884.000000,"FF","Supermarket","NBS","Dundee","Scotland","6. Friday","23","1. Late at Night (11pm - 3am)"
"ATM_S37828","RBS","Card_S37829","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"248","NCR",5085.000000,"FF","Wall","NBS","Dundee","Scotland","6. Friday","0","1. Late at Night (11pm - 3am)"
"ATM_S37830","RBS","Card_S37831","NOT FRAUDULENT",0,"448","NCR",5085.000000,"FF","Wall","NBS","Perth","Scotland","7. Saturday","22","4. Evening (6pm to 10pm)"
"ATM_S37832","CB","Card_S37833","INCORRECT PIN",1,"418","NCR",5085.000000,"FF","Wall","NBS","Edinburgh","Scotland","6. Friday","17","3. Afternoon (1pm to 5pm)"
"ATM_S37834","BOS","Card_S37835","CONSECUTIVE BALANCES",1,"228","NCR",5081.000000,"FF","Wall","NBS","Kirkcaldy","Scotland","6. Friday","14","3. Afternoon (1pm to 5pm)"
"ATM_S37834","CB","Card_S37836","CONSECUTIVE BALANCES",1,"418","NCR",5081.000000,"FF","Wall","NBS","Kirkcaldy","Scotland","6. Friday","14","3. Afternoon (1pm to 5pm)"
"ATM_S37834","HAFX","Card_S37837","CONSECUTIVE BALANCES",1,"214","NCR",5081.000000,"FF","Wall","NBS","Kirkcaldy","Scotland","6. Friday","14","3. Afternoon (1pm to 5pm)"
"ATM_S37834","BOS","Card_S37838","CONSECUTIVE BALANCES",1,"428","NCR",5081.000000,"FF","Wall","NBS","Kirkcaldy","Scotland","6. Friday","14","3. Afternoon (1pm to 5pm)"
"ATM_S37834","CB","Card_S37839","CONSECUTIVE BALANCES",1,"318","NCR",5081.000000,"FF","Wall","NBS","Kirkcaldy","Scotland","6. Friday","14","3. Afternoon (1pm to 5pm)"
"ATM_S37834","RBS","Card_S37840","CONSECUTIVE BALANCES",1,"848","NCR",5081.000000,"FF","Wall","NBS","Kirkcaldy","Scotland","6. Friday","14","3. Afternoon (1pm to 5pm)"
"ATM_S37834","CB","Card_S37841","NOT FRAUDULENT",0,"318","NCR",5081.000000,"FF","Wall","NBS","Kirkcaldy","Scotland","5. Thursday","12","2. Morning (4am to midday)"
"ATM_S37842","HAFX","Card_S37843","NOT FRAUDULENT",0,"714","NCR",5884.000000,"FF","Wall","NBS","Paisley","Scotland","7. Saturday","22","4. Evening (6pm to 10pm)"
"ATM_S37844","LLDS","Card_S37845","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"160","NCR",5884.000000,"FF","Petrol Station","NBS","Glasgow","Scotland","5. Thursday","0","1. Late at Night (11pm - 3am)"
"ATM_S37844","LLDS","Card_S37846","NOT FRAUDULENT",0,"260","NCR",5884.000000,"FF","Petrol Station","NBS","Glasgow","Scotland","7. Saturday","6","2. Morning (4am to midday)"
"ATM_S37847","BOI","Card_S37848","NOT FRAUDULENT",0,"152","NCR",5884.000000,"FF","Convenience Store","NBS","Belfast","Northern Ireland","3. Tuesday","13","3. Afternoon (1pm to 5pm)"
"ATM_S37849","ALEI","Card_S37850","NOT FRAUDULENT",0,"104","NCR",5884.000000,"FF","Convenience Store","NBS","Belfast","Northern Ireland","6. Friday","8","2. Morning (4am to midday)"
"ATM_S37851","HAFX","Card_S37852","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"414","NCR",5081.000000,"FF","Wall","NBS","Belfast","Northern Ireland","6. Friday","23","1. Late at Night (11pm - 3am)"
"ATM_S37856","ALEI","Card_S37857","NOT FRAUDULENT",0,"104","NCR",5884.000000,"FF","Convenience Store","NBS","Belfast","Northern Ireland","5. Thursday","12","2. Morning (4am to midday)"
"ATM_S37858","HAFX","Card_S37859","NOT FRAUDULENT",0,"914","NCR",5884.000000,"FF","Petrol Station","NBS","Belfast","Northern Ireland","6. Friday","7","2. Morning (4am to midday)"
"ATM_S37860","NWST","Card_S37861","INCORRECT PIN",1,"716","NCR",5081.000000,"FF","Wall","NBS","Belfast","Northern Ireland","5. Thursday","16","3. Afternoon (1pm to 5pm)"
"ATM_S37862","AIB","Card_S37863","NOT FRAUDULENT",0,"132","NCR",5085.000000,"FF","Wall","NBS","Belfast","Northern Ireland","4. Wednesday","20","4. Evening (6pm to 10pm)"
"ATM_S37864","HAFX","Card_S37865","NOT FRAUDULENT",0,"A14","NCR",5085.000000,"FF","Wall","NBS","Oxford","South East","2. Monday","12","2. Morning (4am to midday)"
"ATM_S37866","LLDS","Card_S37867","CONSECUTIVE BALANCES",1,"858","NCR",5085.000000,"FF","Wall","NBS","Motherwell","Scotland","5. Thursday","0","1. Late at Night (11pm - 3am)"
"ATM_S37866","CB","Card_S37868","AT LEAST 2 TRANSACTIONS EITHER SIDE OF MIDNIGHT",1,"418","NCR",5085.000000,"FF","Wall","NBS","Motherwell","Scotland","7. Saturday","0","1. Late at Night (11pm - 3am)"
"ATM_S37866","RBS","Card_S37869","NOT FRAUDULENT",0,"648","NCR",5085.000000,"FF","Wall","NBS","Motherwell","Scotland","5. Thursday","11","2. Morning (4am to midday)"
"ATM_S37866","ANPC","Card_S37870","CONSECUTIVE BALANCES",1,"206","NCR",5085.000000,"FF","Wall","NBS","Motherwell","Scotland","5. Thursday","0","1. Late at Night (11pm - 3am)"
"ATM_S37866","RBS","Card_S37871","CONSECUTIVE BALANCES",1,"448","NCR",5085.000000,"FF","Wall","NBS","Motherwell","Scotland","5. Thursday","0","1. Late at Night (11pm - 3am)"
